Address,Neighborhood,Price,Beds,Baths,Boro
"300 Ashland Place, Unit 20E",Fort Greene,2979,Studio,1 BA,Brooklyn
"111 Lawrence Street, Unit 25H",Downtown Brooklyn,4637,2 BD,2 BA,Brooklyn
"2775 East 12th Street, Unit 415",Sheepshead Bay,1897,1 BD,1 BA,Brooklyn
"4114 9th Avenue, Unit 2K",Sunset Park,2172,1 BD,1 BA,Brooklyn
"7407 5th Avenue, Unit 1R",Bay Ridge,1890,1 BD,1 BA,Brooklyn
"25 Oliver Street, Unit 3A",Bay Ridge,1995,1 BD,1 BA,Brooklyn
"453 Marion Street, Unit 3",Bedford-Stuyvesant,2300,3 BD,1 BA,Brooklyn
"169 Bedford Avenue, Unit 3B",Williamsburg,3500,2 BD,1 BA,Brooklyn
"169 Bedford Avenue, Unit 3A",Williamsburg,3500,2 BD,1 BA,Brooklyn
"169 Bedford Avenue, Unit 2B",Williamsburg,3500,2 BD,1 BA,Brooklyn
"169 Bedford Avenue, Unit 2A",Williamsburg,3500,2 BD,1 BA,Brooklyn
"1571 Sterling Place, Unit A1",Weeksville,2600,3 BD,1 BA,Brooklyn
"560 Willoughby Avenue, Unit 2",Bedford-Stuyvesant,2100,1 BD,1 BA,Brooklyn
"761 Prospect Place, Unit 1D",Crown Heights,3375,3 BD,1 BA,Brooklyn
"1466 Bushwick Avenue, Unit 2F",Bushwick,2049,1 BD,1 BA,Brooklyn
"258 Halsey Street, Unit 1",Bedford-Stuyvesant,2325,1 BD,1 BA,Brooklyn
"944 Marcy Avenue, Unit 5B",Bedford-Stuyvesant,2675,1 BD,1 BA,Brooklyn
"519 Eastern Parkway, Unit 4B",Crown Heights,2550,1 BD,1 BA,Brooklyn
"532 Ovington Avenue, Unit 3F",Bay Ridge,1800,2 BD,1 BA,Brooklyn
"214 Duffield Street, Unit 39E",Downtown Brooklyn,5270,2 BD,2 BA,Brooklyn
"100 Willoughby Street, Unit 3H",Downtown Brooklyn,6970,3 BD,2 BA,Brooklyn
"100 Willoughby Street, Unit 22J",Downtown Brooklyn,3360,Studio,1 BA,Brooklyn
"1639 Pacific Street, Unit 2B",Crown Heights,2185,1 BD,1 BA,Brooklyn
"912 Putnam Avenue, Unit 3",Bedford-Stuyvesant,3295,3 BD,2 BA,Brooklyn
"55 Poplar Street, Unit 3G",Brooklyn Heights,3300,Studio,1 BA,Brooklyn
"60 Broadway, Unit 10G",Williamsburg,7300,2 BD,2.5 BA,Brooklyn
"324 Dean Street, Unit 1B",Boerum Hill,7385,3 BD,3 BA,Brooklyn
"75 Columbia Street, Unit 5A",Columbia Street Waterfront,6200,3 BD,2 BA,Brooklyn
"173 Monroe Street, Unit 3",Bedford-Stuyvesant,3100,3 BD,2 BA,Brooklyn
"135 Oceana Drive East, Unit 3I",Brighton Beach,3500,2 BD,2 BA,Brooklyn
"70 Washington Street, Unit 10P",DUMBO,3850,1 BD,1 BA,Brooklyn
"193 Berkeley Place, Unit 2",North Slope,7500,3 BD,2.5 BA,Brooklyn
"415 Red Hook Lane, Unit 21AA",Downtown Brooklyn,3350,1 BD,1 BA,Brooklyn
"116 Bainbridge Street, Unit 2",Bedford-Stuyvesant,2575,1 BD,1 BA,Brooklyn
"1190 Bedford Avenue, Unit 3B",Clinton Hill,2450,1 BD,1 BA,Brooklyn
"1402 Park Place, Unit 4SB",Weeksville,2399,2 BD,1 BA,Brooklyn
"111 Lawrence Street, Unit 28C",Downtown Brooklyn,2914,Studio,1 BA,Brooklyn
"1501 Voorhies Avenue, Unit 8H",Sheepshead Bay,2571,1 BD,1 BA,Brooklyn
"365 Bond Street, Unit B312",Gowanus,2607,Studio,1 BA,Brooklyn
"343 Gold Street, Unit 2418",Downtown Brooklyn,3704,1 BD,1 BA,Brooklyn
"343 Gold Street, Unit 3011",Downtown Brooklyn,3090,Studio,1 BA,Brooklyn
"40 Main Street, Unit 2",DUMBO,4500,2 BD,1.5 BA,Brooklyn
"300 Ashland Place, Unit 34G",Fort Greene,4107,1 BD,1 BA,Brooklyn
"30 Washington Street, Unit 4Q",DUMBO,4295,1 BD,1 BA,Brooklyn
"190 22nd Street, Unit 2B",Greenwood Heights,2500,1 BD,1 BA,Brooklyn
"374 Van Brunt Street, Unit 1",Red Hook,3000,3 BD,2 BA,Brooklyn
"374 Van Brunt Street, Unit 1",Red Hook,3000,3 BD,2 BA,Brooklyn
"305 Mc Guinness Boulevard, Unit 4C",Greenpoint,4300,2 BD,1 BA,Brooklyn
"505 St Marks Avenue, Unit 8R",Crown Heights,2890,1 BD,1 BA,Brooklyn
"505 St Marks Avenue, Unit 8H",Crown Heights,3600,2 BD,2 BA,Brooklyn
"505 St Marks Avenue, Unit BH",Crown Heights,3650,2 BD,2 BA,Brooklyn
"1539 Park Place, Unit B6",Weeksville,1900,2 BD,1 BA,Brooklyn
"345 Herzl Street, Unit 2",Brownsville,2200,3 BD,2 BA,Brooklyn
"120 Nassau Street, Unit 19G",Downtown Brooklyn,3820,1 BD,1 BA,Brooklyn
"85 Adams Street, Unit 6B",DUMBO,3995,2 BD,1 BA,Brooklyn
"100 Maspeth Avenue, Unit 3H",Williamsburg,3400,2 BD,2 BA,Brooklyn
"155 South 2nd Street, Unit 8",Williamsburg,3650,3 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 25C",Downtown Brooklyn,4455,1 BD,1 BA,Brooklyn
"455 Chauncey Street, Unit 3L",Bedford-Stuyvesant,2050,2 BD,1 BA,Brooklyn
"55 Poplar Street, Unit 2A",Brooklyn Heights,5000,2 BD,1.5 BA,Brooklyn
"3 Sutton Street, Unit 4F",Greenpoint,2500,2 BD,1 BA,Brooklyn
"2265 Gerritsen Avenue, Unit 3D",Sheepshead Bay,2195,2 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 22K",Downtown Brooklyn,4583,1 BD,1 BA,Brooklyn
"594 Marcy Avenue, Unit 3A",Bedford-Stuyvesant,2500,1 BD,1 BA,Brooklyn
"81 Ocean Parkway, Unit 3F",Windsor Terrace,2400,1 BD,1 BA,Brooklyn
"1384 Flatbush Avenue, Unit 2A",Flatbush,2350,3 BD,1 BA,Brooklyn
"1424 Flatbush Avenue, Unit 1",Flatbush,2150,2 BD,1 BA,Brooklyn
278 Carroll Street,Carroll Gardens,3300,1 BD,1 BA,Brooklyn
"2539 Hubbard Street, Unit 1",Sheepshead Bay,1395,Studio,1 BA,Brooklyn
"25 Washington Street, Unit 9I",DUMBO,4525,1 BD,1 BA,Brooklyn
"1511 Brightwater Avenue, Unit 1E",Brighton Beach,1975,1 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 6V",Downtown Brooklyn,3318,1 BD,1 BA,Brooklyn
"180 Montague Street, Unit 21C",Brooklyn Heights,3883,1 BD,1 BA,Brooklyn
"43 Underhill Avenue, Unit A1",Prospect Heights,3000,2 BD,1 BA,Brooklyn
"43 Underhill Avenue, Unit A1",Prospect Heights,3000,2 BD,1 BA,Brooklyn
"10 Montieth Street, Unit 751",Bushwick,3086,1 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 10N",Downtown Brooklyn,4423,2 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 19G",Downtown Brooklyn,3820,1 BD,1 BA,Brooklyn
"85 Adams Street, Unit 6B",DUMBO,3995,2 BD,1 BA,Brooklyn
"100 Maspeth Avenue, Unit 3H",Williamsburg,3400,2 BD,2 BA,Brooklyn
"155 South 2nd Street, Unit 8",Williamsburg,3650,3 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 25C",Downtown Brooklyn,4455,1 BD,1 BA,Brooklyn
"455 Chauncey Street, Unit 3L",Bedford-Stuyvesant,2050,2 BD,1 BA,Brooklyn
"55 Poplar Street, Unit 2A",Brooklyn Heights,5000,2 BD,1.5 BA,Brooklyn
"3 Sutton Street, Unit 4F",Greenpoint,2500,2 BD,1 BA,Brooklyn
"2265 Gerritsen Avenue, Unit 3D",Sheepshead Bay,2195,2 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 22K",Downtown Brooklyn,4583,1 BD,1 BA,Brooklyn
"594 Marcy Avenue, Unit 3A",Bedford-Stuyvesant,2500,1 BD,1 BA,Brooklyn
"81 Ocean Parkway, Unit 3F",Windsor Terrace,2400,1 BD,1 BA,Brooklyn
"1384 Flatbush Avenue, Unit 2A",Flatbush,2350,3 BD,1 BA,Brooklyn
"1424 Flatbush Avenue, Unit 1",Flatbush,2150,2 BD,1 BA,Brooklyn
278 Carroll Street,Carroll Gardens,3300,1 BD,1 BA,Brooklyn
"2539 Hubbard Street, Unit 1",Sheepshead Bay,1395,Studio,1 BA,Brooklyn
"25 Washington Street, Unit 9I",DUMBO,4525,1 BD,1 BA,Brooklyn
"1511 Brightwater Avenue, Unit 1E",Brighton Beach,1975,1 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 6V",Downtown Brooklyn,3318,1 BD,1 BA,Brooklyn
"180 Montague Street, Unit 21C",Brooklyn Heights,3883,1 BD,1 BA,Brooklyn
"43 Underhill Avenue, Unit A1",Prospect Heights,3000,2 BD,1 BA,Brooklyn
"43 Underhill Avenue, Unit A1",Prospect Heights,3000,2 BD,1 BA,Brooklyn
"10 Montieth Street, Unit 751",Bushwick,3086,1 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 10N",Downtown Brooklyn,4423,2 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 10N",Downtown Brooklyn,4423,2 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 9E",Downtown Brooklyn,4400,2 BD,2 BA,Brooklyn
"66 Rockwell Place, Unit 13GG",Fort Greene,4858,2 BD,2 BA,Brooklyn
"113 1st Place, Unit 3",Carroll Gardens,3250,1 BD,1 BA,Brooklyn
"267 Powers Street, Unit 1L",East Williamsburg,3100,2 BD,2 BA,Brooklyn
"198 8th Avenue, Unit 3F",Central Slope,2375,1 BD,1 BA,Brooklyn
574 Eastern Parkway,Crown Heights,4850,4 BD,3 BA,Brooklyn
"488-a 7th Avenue, Unit 2",South Slope,2550,2 BD,1 BA,Brooklyn
"60 3rd Street, Unit 2",Carroll Gardens,2575,1 BD,1 BA,Brooklyn
"363 Amboy Street, Unit 1F",Brownsville,2600,3 BD,1 BA,Brooklyn
"124 15th Street, Unit 2",Gowanus,3450,3 BD,2 BA,Brooklyn
"363 Amboy Street, Unit 2F",Brownsville,2600,3 BD,1 BA,Brooklyn
"18 Cheever Place, Unit 3",Cobble Hill,2475,1 BD,1 BA,Brooklyn
865 Union Street,North Slope,12000,6 BD,4 BA,Brooklyn
"124 Amity Street, Unit 4",Cobble Hill,3300,2 BD,1 BA,Brooklyn
"363 Amboy Street, Unit 1R",Brownsville,2200,2 BD,1 BA,Brooklyn
"145 72nd Street, Unit F4",Bay Ridge,1550,Studio,1 BA,Brooklyn
"647 President Street, Unit 2A",North Slope,1880,Studio,1 BA,Brooklyn
"634 11th Street, Unit 3F",South Slope,3800,2 BD,1 BA,Brooklyn
"16 Morgan Avenue, Unit 2R",East Williamsburg,2100,1 BD,1 BA,Brooklyn
"743 Miller Avenue, Unit 3F",East New York,1950,2 BD,1 BA,Brooklyn
"29 Furman Avenue, Unit 2R",Bushwick,2400,2 BD,1 BA,Brooklyn
"532 Ovington Avenue, Unit 3F",Bay Ridge,1825,2 BD,1 BA,Brooklyn
"286 19th Street, Unit 1F",Greenwood Heights,2450,1 BD,1 BA,Brooklyn
"154 Adelphi, Unit 2",Fort Greene,4200,3 BD,2 BA,Brooklyn
"354 Myrtle Avenue, Unit 1",Fort Greene,4400,3 BD,2 BA,Brooklyn
"10 Montieth Street, Unit 222",Bushwick,2443,Studio,1 BA,Brooklyn
"1382 Flatbush Avenue, Unit 1",Flatbush,2250,2 BD,1 BA,Brooklyn
"689 Lorimer Street, Unit 2S",Williamsburg,4195,2 BD,2 BA,Brooklyn
"303 Halsey Street, Unit 3",Bedford-Stuyvesant,2675,1 BD,1 BA,Brooklyn
"125 Court Street, Unit 7NB",Downtown Brooklyn,6495,2 BD,2 BA,Brooklyn
"214 Duffield Street, Unit 37E",Downtown Brooklyn,5270,2 BD,2 BA,Brooklyn
"32 5th Avenue, Unit 3B",North Slope,4700,2 BD,2 BA,Brooklyn
"632 Central Avenue, Unit 2",Bushwick,2700,3 BD,1 BA,Brooklyn
"32 5th Avenue, Unit 2A",North Slope,4800,2 BD,2 BA,Brooklyn
"32 5th Avenue, Unit 1A",North Slope,3500,1 BD,1 BA,Brooklyn
"125 Vermont Street, Unit 1R",Highland Park,1900,2 BD,1 BA,Brooklyn
"32 5th Avenue, Unit 3A",North Slope,4600,2 BD,2 BA,Brooklyn
"951 Prospect Place, Unit 2L",Crown Heights,4000,4 BD,2 BA,Brooklyn
"32 5th Avenue, Unit 2B",North Slope,4500,2 BD,2 BA,Brooklyn
"2 North 6th Place, Unit 4N",Williamsburg,2791,Studio,1 BA,Brooklyn
"195 Maple Street, Unit TH",Prospect Lefferts Gardens,5900,3 BD,2.5 BA,Brooklyn
"301 Sullivan Place, Unit 2L",Crown Heights,2595,1 BD,1 BA,Brooklyn
"606 Henry Street, Unit 3",Carroll Gardens,4250,3 BD,1 BA,Brooklyn
"550 Vanderbilt Avenue, Unit 228",Prospect Heights,2690,Studio,1 BA,Brooklyn
"125 Court Street, Unit 6NA",Downtown Brooklyn,5025,2 BD,2 BA,Brooklyn
"180 Montague Street, Unit 24D",Brooklyn Heights,3759,1 BD,1 BA,Brooklyn
"45 Hoyt Street, Unit 16J",Downtown Brooklyn,6650,2 BD,2 BA,Brooklyn
"154 Adelphi, Unit 2",Fort Greene,4200,3 BD,2 BA,Brooklyn
"354 Myrtle Avenue, Unit 1",Fort Greene,4400,3 BD,2 BA,Brooklyn
"10 Montieth Street, Unit 222",Bushwick,2443,Studio,1 BA,Brooklyn
"1382 Flatbush Avenue, Unit 1",Flatbush,2250,2 BD,1 BA,Brooklyn
"689 Lorimer Street, Unit 2S",Williamsburg,4195,2 BD,2 BA,Brooklyn
"303 Halsey Street, Unit 3",Bedford-Stuyvesant,2675,1 BD,1 BA,Brooklyn
"125 Court Street, Unit 7NB",Downtown Brooklyn,6495,2 BD,2 BA,Brooklyn
"214 Duffield Street, Unit 37E",Downtown Brooklyn,5270,2 BD,2 BA,Brooklyn
"32 5th Avenue, Unit 3B",North Slope,4700,2 BD,2 BA,Brooklyn
"632 Central Avenue, Unit 2",Bushwick,2700,3 BD,1 BA,Brooklyn
"32 5th Avenue, Unit 2A",North Slope,4800,2 BD,2 BA,Brooklyn
"32 5th Avenue, Unit 1A",North Slope,3500,1 BD,1 BA,Brooklyn
"125 Vermont Street, Unit 1R",Highland Park,1900,2 BD,1 BA,Brooklyn
"32 5th Avenue, Unit 3A",North Slope,4600,2 BD,2 BA,Brooklyn
"951 Prospect Place, Unit 2L",Crown Heights,4000,4 BD,2 BA,Brooklyn
"32 5th Avenue, Unit 2B",North Slope,4500,2 BD,2 BA,Brooklyn
"2 North 6th Place, Unit 4N",Williamsburg,2791,Studio,1 BA,Brooklyn
"195 Maple Street, Unit TH",Prospect Lefferts Gardens,5900,3 BD,2.5 BA,Brooklyn
"301 Sullivan Place, Unit 2L",Crown Heights,2595,1 BD,1 BA,Brooklyn
"606 Henry Street, Unit 3",Carroll Gardens,4250,3 BD,1 BA,Brooklyn
"550 Vanderbilt Avenue, Unit 228",Prospect Heights,2690,Studio,1 BA,Brooklyn
"125 Court Street, Unit 6NA",Downtown Brooklyn,5025,2 BD,2 BA,Brooklyn
"180 Montague Street, Unit 24D",Brooklyn Heights,3759,1 BD,1 BA,Brooklyn
"45 Hoyt Street, Unit 16J",Downtown Brooklyn,6650,2 BD,2 BA,Brooklyn
"7113 5th Avenue, Unit 2",Bay Ridge,2800,4 BD,2 BA,Brooklyn
"175 Kent Avenue, Unit 307",Williamsburg,5439,2 BD,2 BA,Brooklyn
"1501 Voorhies Avenue, Unit 19J",Sheepshead Bay,3012,1 BD,1 BA,Brooklyn
"107 Columbia Heights, Unit 5N",Brooklyn Heights,2600,Studio,1 BA,Brooklyn
"107 Columbia Heights, Unit 3G",Brooklyn Heights,6500,2 BD,2.5 BA,Brooklyn
"2611 East 13th Street, Unit 4D",Sheepshead Bay,2432,2 BD,1.5 BA,Brooklyn
"2790 Bragg Street, Unit 506",Sheepshead Bay,1870,1 BD,1 BA,Brooklyn
"2790 Bragg Street, Unit 609",Sheepshead Bay,2392,2 BD,1.5 BA,Brooklyn
"3205 Emmons Avenue, Unit 3H",Sheepshead Bay,2277,2 BD,1 BA,Brooklyn
"2790 Bragg Street, Unit 501",Sheepshead Bay,1870,1 BD,1 BA,Brooklyn
"2775 East 12th Street, Unit 622",Sheepshead Bay,1870,1 BD,1 BA,Brooklyn
"283 22nd Street, Unit 2L",Greenwood Heights,2000,1 BD,1 BA,Brooklyn
"65 Washington Street, Unit 2F",DUMBO,2895,Studio,1 BA,Brooklyn
"318 Prospect Avenue, Unit 3R",South Slope,3200,2 BD,1 BA,Brooklyn
597 2nd Street,Central Slope,12000,5 BD,3.5 BA,Brooklyn
"120 Nassau Street, Unit K17",Downtown Brooklyn,4380,1 BD,1 BA,Brooklyn
"180 Nassau Street, Unit 3K",Downtown Brooklyn,4250,2 BD,2 BA,Brooklyn
"120 Nassau Street, Unit 19J",Downtown Brooklyn,4299,1 BD,1 BA,Brooklyn
"120 Nassau Street, Unit J17",Downtown Brooklyn,4225,1 BD,1 BA,Brooklyn
"55 North 5th Street, Unit 407E",Williamsburg,4800,2 BD,2 BA,Brooklyn
120 Nassau Street,Downtown Brooklyn,5035,1 BD,1 BA,Brooklyn
"177 Lafayette Avenue, Unit 4",Fort Greene,3000,2 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 16K",Downtown Brooklyn,4335,1 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 18K",Downtown Brooklyn,4415,1 BD,1 BA,Brooklyn
"254 Wyckoff Street, Unit 2L",Boerum Hill,2800,1 BD,1 BA,Brooklyn
731 Putnam Avenue,Bedford-Stuyvesant,8500,6 BD,4.5 BA,Brooklyn
"314 Kent Avenue, Unit 520",Williamsburg,2750,1 BD,1 BA,Brooklyn
"105 Pilling Street, Unit BB",Bushwick,2649,3 BD,2 BA,Brooklyn
"105 Pilling Street, Unit B",Bushwick,2649,3 BD,2 BA,Brooklyn
"111 Lawrence Street, Unit 49B",Downtown Brooklyn,2825,Studio,1 BA,Brooklyn
"199 29th Street, Unit 2",Greenwood Heights,2500,2 BD,1 BA,Brooklyn
"345 Stuyvesant Avenue, Unit 4",Bedford-Stuyvesant,2400,2 BD,2 BA,Brooklyn
"180 Montague Street, Unit 25A",Brooklyn Heights,3738,1 BD,1 BA,Brooklyn
"30 Cheever Place, Unit 3L",Cobble Hill,3800,2 BD,2 BA,Brooklyn
"261 Hart Street, Unit 2",Bedford-Stuyvesant,3400,3 BD,1.5 BA,Brooklyn
"526 86th Street, Unit 4B",Bay Ridge,2995,3 BD,1 BA,Brooklyn
"526 86th Street, Unit 4B",Bay Ridge,2995,3 BD,1 BA,Brooklyn
"107 Columbia Heights, Unit 9K",Brooklyn Heights,3300,1 BD,1 BA,Brooklyn
"236 North 7th Street, Unit 1L",Williamsburg,5200,2 BD,1.5 BA,Brooklyn
"253 East 46th Street, Unit 1",East Flatbush,2500,3 BD,1 BA,Brooklyn
"848 Lorimer Street, Unit 2E",Greenpoint,4011,1 BD,1 BA,Brooklyn
"159 Monroe Street, Unit 3",Bedford-Stuyvesant,2500,2 BD,1.5 BA,Brooklyn
"762 Lincoln, Unit 1",Crown Heights,2400,2 BD,1 BA,Brooklyn
"21 India Street, Unit 37D",Greenpoint,5500,2 BD,2 BA,Brooklyn
"612 President Street, Unit 2",North Slope,4250,5 BD,1.5 BA,Brooklyn
"725 4th Avenue, Unit A3",Greenwood Heights,2650,3 BD,1 BA,Brooklyn
"120 Nassau Street, Unit 18J",Downtown Brooklyn,4265,1 BD,1 BA,Brooklyn
"639 4th Avenue, Unit 5D",Greenwood Heights,2850,2 BD,2 BA,Brooklyn
"92 Butler Street, Unit 1",Boerum Hill,4000,2 BD,1 BA,Brooklyn
"63 73rd Street, Unit 1",Bay Ridge,2600,2 BD,1 BA,Brooklyn
"73 Pineapple Street, Unit 4R",Brooklyn Heights,2495,1 BD,1 BA,Brooklyn
"125 Court Street, Unit 6NH",Downtown Brooklyn,3950,1 BD,1 BA,Brooklyn
"384 South 2nd Street, Unit 2",East Williamsburg,2750,1 BD,1 BA,Brooklyn
"1511 Brightwater Avenue, Unit 5D",Brighton Beach,1600,Studio,1 BA,Brooklyn
"365 Bond Street, Unit B801",Gowanus,2976,Studio,1 BA,Brooklyn
"1543 East 19th Street, Unit 5A",Manhattan Terrace,3100,2 BD,2 BA,Brooklyn
"488 President Street, Unit 2",Gowanus,2700,1 BD,1 BA,Brooklyn
"465 Eastern Parkway, Unit Q",Crown Heights,3000,3 BD,1 BA,Brooklyn
"448 Prospect Avenue, Unit 1R",South Slope,4400,2 BD,2 BA,Brooklyn
685 6th Avenue,Greenwood Heights,7200,empty Beds,empty Bath,Brooklyn
"152 Montague Street, Unit 3",Brooklyn Heights,3000,1 BD,1 BA,Brooklyn
"1461 Ovington Avenue, Unit 2",Bensonhurst,2400,2 BD,1.5 BA,Brooklyn
"62 East 21st Street, Unit 5C",Flatbush,2500,2 BD,1 BA,Brooklyn
"1745 East 12th Street, Unit 6B",Homecrest,1700,1 BD,1 BA,Brooklyn
"924 Metropolitan Avenue, Unit 204",East Williamsburg,2425,1 BD,1 BA,Brooklyn
"218 East 89th Street, Unit 4W",Canarsie,3050,1 BD,1 BA,Brooklyn
"111 Lawrence Street, Unit 32F",Downtown Brooklyn,3806,1 BD,1 BA,Brooklyn
"129 East 55th Street, Unit 2",East Flatbush,2200,3 BD,2 BA,Brooklyn
"50 North 1st Street, Unit 3H",Williamsburg,4500,2 BD,1 BA,Brooklyn
543 Hancock Street,Bedford-Stuyvesant,2500,2 BD,1 BA,Brooklyn
"66 Rockwell Place, Unit 30F",Fort Greene,3072,Studio,1 BA,Brooklyn
"69 7th Avenue, Unit 1",North Slope,8000,Studio,1 BA,Brooklyn
"546 2nd Street, Unit 2",Central Slope,9500,5 BD,2 BA,Brooklyn
"28 2nd Place, Unit 2",Carroll Gardens,6950,3 BD,2 BA,Brooklyn
"106 Linden Boulevard, Unit 2",Flatbush,2450,2 BD,1 BA,Brooklyn
"428 7th Avenue, Unit 3F",South Slope,2200,1 BD,1 BA,Brooklyn
"81 Ocean Parkway, Unit 5E",Windsor Terrace,2600,1 BD,1 BA,Brooklyn
187 Mcdonald Avenue,Windsor Terrace,5750,4 BD,2 BA,Brooklyn
"265 State Street, Unit 714",Boerum Hill,6500,2 BD,2 BA,Brooklyn
186 Vernon Avenue,Bedford-Stuyvesant,2995,2 BD,1 BA,Brooklyn
"708 Fenimore Street, Unit 1",Wingate,2200,2 BD,1 BA,Brooklyn
"214 14th Street, Unit 3",South Slope,2695,2 BD,1 BA,Brooklyn
"100 South 4th Street, Unit 3G",Williamsburg,3995,2 BD,1 BA,Brooklyn
"479 Prospect Place, Unit 3L",Crown Heights,3300,3 BD,2 BA,Brooklyn
"81 Ocean Parkway, Unit 5B",Windsor Terrace,3900,3 BD,2 BA,Brooklyn
"180 Montague Street, Unit 14E",Brooklyn Heights,3438,1 BD,1 BA,Brooklyn
"1050 Decatur, Unit 1RR",Bushwick,2975,3 BD,1.5 BA,Brooklyn
"440 Kent Avenue, Unit 18D",Williamsburg,4950,2 BD,2 BA,Brooklyn
"783 Lincoln Place, Unit 2",Crown Heights,2450,2 BD,1 BA,Brooklyn
"446 Kent Avenue, Unit 9E",Williamsburg,3500,1 BD,1 BA,Brooklyn
"741 Sheffield Avenue, Unit 2F",East New York,2499,3 BD,1 BA,Brooklyn
"1051 78th Street, Unit 1",Dyker Heights,1600,1 BD,1 BA,Brooklyn
"572 Monroe Street, Unit 3",Bedford-Stuyvesant,2250,1 BD,1 BA,Brooklyn
"380 Neptune Avenue, Unit 4A",Brighton Beach,2900,2 BD,2 BA,Brooklyn
"1580 President Street, Unit 14",Crown Heights,3475,4 BD,1 BA,Brooklyn
"1580 President Street, Unit 10",Crown Heights,2450,2 BD,1 BA,Brooklyn
"2014 Nostrand Avenue, Unit 2",Flatbush,2750,4 BD,1 BA,Brooklyn
"712 6th Avenue, Unit 4",Greenwood Heights,3800,2 BD,2 BA,Brooklyn
"83 Riverdale, Unit 3A",Brownsville,1850,2 BD,1 BA,Brooklyn
252 East 3rd Street,Kensington,5000,3 BD,2.5 BA,Brooklyn
"81 Clifton Place, Unit 1GG",Clinton Hill,5000,4 BD,2 BA,Brooklyn
"220 Water Street, Unit 333",DUMBO,6925,3 BD,2 BA,Brooklyn
"79 Clifton Place, Unit 5BB",Clinton Hill,4600,3 BD,2 BA,Brooklyn
"79 Clifton Place, Unit 1AA",Clinton Hill,5250,3 BD,2 BA,Brooklyn
"220 Water Street, Unit 223",DUMBO,5350,2 BD,1 BA,Brooklyn
"476 Carroll Street, Unit 2",Gowanus,2280,2 BD,1 BA,Brooklyn
"146 30th Street, Unit 1",Greenwood Heights,1845,1 BD,1 BA,Brooklyn
"250 Ashland Place, Unit 34M",Fort Greene,3293,1 BD,1 BA,Brooklyn
"581 Warren Street, Unit 1",Boerum Hill,3800,2 BD,2 BA,Brooklyn
"343 Gold Street, Unit 2808",Downtown Brooklyn,5671,2 BD,2 BA,Brooklyn
"343 Gold Street, Unit 3005",Downtown Brooklyn,4080,1 BD,1 BA,Brooklyn
"86 Fleet Place, Unit 16Q",Downtown Brooklyn,3968,1 BD,1 BA,Brooklyn
"214 Duffield Street, Unit 42E",Downtown Brooklyn,5290,2 BD,2 BA,Brooklyn
"626 Flatbush Avenue, Unit 14E",Prospect Lefferts Gardens,2632,Studio,1 BA,Brooklyn
"96 Berry Street, Unit 2A",Williamsburg,4500,2 BD,1 BA,Brooklyn
"380 Neptune Avenue, Unit 2B",Brighton Beach,2700,2 BD,2 BA,Brooklyn
"154 West 9th Street, Unit 1",Carroll Gardens,4000,4 BD,2 BA,Brooklyn
"215-a Prospect Avenue, Unit 2",South Slope,3380,2 BD,1 BA,Brooklyn
"1704 Ocean Avenue, Unit PHD",Midwood,2539,1 BD,1 BA,Brooklyn
"150 Remsen Street, Unit BST",Brooklyn Heights,3200,1 BD,1 BA,Brooklyn
"461 Dean Street, Unit 17H",Prospect Heights,3505,1 BD,1 BA,Brooklyn
"1501 Voorhies Avenue, Unit 9D",Sheepshead Bay,3036,1 BD,1 BA,Brooklyn
"1161 Halsey Street, Unit 1",Bushwick,4500,3 BD,3 BA,Brooklyn
"264 Webster Avenue, Unit 203",Kensington,2100,1 BD,1 BA,Brooklyn
"80 Metropolitan Avenue, Unit 4H",Williamsburg,6350,2 BD,2 BA,Brooklyn
"426 58th Street, Unit 3",Sunset Park,2400,3 BD,1 BA,Brooklyn
"33 Bond Street, Unit 637",Downtown Brooklyn,4050,1 BD,1 BA,Brooklyn
"1673 Union Street, Unit GDN",Crown Heights,1700,Studio,1 BA,Brooklyn
"848 Lorimer Street, Unit 1B",Greenpoint,3900,1 BD,1 BA,Brooklyn
"264 Webster Avenue, Unit 603",Kensington,2475,1 BD,1 BA,Brooklyn
"1255 Bushwick Avenue, Unit 1A",Bushwick,1995,Studio,1 BA,Brooklyn
"125 Court Street, Unit 6NE",Downtown Brooklyn,4900,2 BD,2 BA,Brooklyn
397 3rd Street,Central Slope,13000,7 BD,5 BA,Brooklyn
"219 Central Avenue, Unit 3SB",Bushwick,2399,2 BD,2 BA,Brooklyn
"196 Macon Street, Unit 4SB",Bedford-Stuyvesant,2950,2 BD,1 BA,Brooklyn
